0.005	0.002499992	0.4999953
0.013	0.006499863	0.4999683
0.021	0.01049942	0.4999173
0.029	0.01449848	0.4998423
0.037	0.01849683	0.4997433
0.045	0.02249431	0.4996204
0.053	0.0264907	0.4994734
0.061	0.03048582	0.4993025
0.069	0.03447947	0.4991076
0.077	0.03847147	0.4988888
0.085	0.04246163	0.498646
0.093	0.04644975	0.4983793
0.101	0.05043563	0.4980887
0.109	0.0544191	0.4977742
0.117	0.05839996	0.4974358
0.125	0.06237801	0.4970735
0.133	0.06635307	0.4966874
0.141	0.07032494	0.4962775
0.149	0.07429344	0.4958437
0.157	0.07825838	0.4953862
0.165	0.08221956	0.494905
0.173	0.0861768	0.4944
0.181	0.0901299	0.4938713
0.189	0.09407867	0.4933189
0.197	0.09802294	0.4927429
0.205	0.1019625	0.4921433
0.213	0.1058972	0.4915201
0.221	0.1098268	0.4908733
0.229	0.1137511	0.4902031
0.237	0.1176699	0.4895093
0.245	0.1215832	0.4887921
0.253	0.1254906	0.4880516
0.261	0.1293919	0.4872876
0.269	0.1332871	0.4865003
0.277	0.1371759	0.4856898
0.285	0.1410581	0.484856
0.293	0.1449335	0.483999
0.301	0.148802	0.4831189
0.309	0.1526633	0.4822157
0.317	0.1565174	0.4812894
0.325	0.1603639	0.4803401
0.333	0.1642028	0.4793679
0.341	0.1680337	0.4783728
0.349	0.1718567	0.4773548
0.357	0.1756714	0.476314
0.365	0.1794776	0.4752505
0.373	0.1832753	0.4741643
0.381	0.1870642	0.4730555
0.389	0.1908441	0.4719242
0.397	0.1946149	0.4707703
0.405	0.1983764	0.469594
0.413	0.2021284	0.4683953
0.421	0.2058707	0.4671742
0.429	0.2096031	0.465931
0.437	0.2133255	0.4646655
0.445	0.2170377	0.463378
0.453	0.2207395	0.4620684
0.461	0.2244307	0.4607368
0.469	0.2281112	0.4593833
0.477	0.2317808	0.4580079
0.485	0.2354393	0.4566108
0.493	0.2390865	0.4551921
0.501	0.2427223	0.4537517
0.509	0.2463465	0.4522897
0.517	0.2499589	0.4508063
0.525	0.2535593	0.4493016
0.533	0.2571476	0.4477755
0.541	0.2607237	0.4462282
0.549	0.2642872	0.4446598
0.557	0.2678382	0.4430703
0.565	0.2713763	0.4414599
0.573	0.2749015	0.4398286
0.581	0.2784135	0.4381765
0.589	0.2819122	0.4365037
0.597	0.2853975	0.4348102
0.605	0.2888692	0.4330963
0.613	0.292327	0.4313619
0.621	0.2957709	0.4296071
0.629	0.2992007	0.4278321
0.637	0.3026162	0.426037
0.645	0.3060172	0.4242218
0.653	0.3094036	0.4223866
0.661	0.3127753	0.4205315
0.669	0.3161321	0.4186567
0.677	0.3194738	0.4167622
0.685	0.3228002	0.4148482
0.693	0.3261113	0.4129147
0.701	0.3294068	0.4109618
0.709	0.3326866	0.4089897
0.717	0.3359506	0.4069984
0.725	0.3391986	0.404988
0.733	0.3424304	0.4029588
0.741	0.3456459	0.4009106
0.749	0.3488449	0.3988438
0.757	0.3520273	0.3967583
0.765	0.355193	0.3946544
0.773	0.3583417	0.392532
0.781	0.3614734	0.3903914
0.789	0.3645879	0.3882326
0.797	0.3676851	0.3860557
0.805	0.3707648	0.383861
0.813	0.3738268	0.3816483
0.821	0.3768711	0.379418
0.829	0.3798975	0.3771701
0.837	0.3829058	0.3749048
0.845	0.3858959	0.3726221
0.853	0.3888677	0.3703221
0.861	0.391821	0.3680051
0.869	0.3947557	0.3656711
0.877	0.3976717	0.3633202
0.885	0.4005688	0.3609526
0.893	0.4034469	0.3585684
0.901	0.4063059	0.3561678
0.909	0.4091455	0.3537507
0.917	0.4119658	0.3513175
0.925	0.4147666	0.3488681
0.933	0.4175477	0.3464028
0.941	0.420309	0.3439217
0.949	0.4230504	0.3414248
0.957	0.4257717	0.3389124
0.965	0.4284729	0.3363846
0.973	0.4311539	0.3338414
0.981	0.4338144	0.3312831
0.989	0.4364543	0.3287098
0.997	0.4390737	0.3261215
1.005	0.4416723	0.3235185
1.013	0.4442499	0.3209009
1.021	0.4468066	0.3182688
1.029	0.4493422	0.3156223
1.037	0.4518565	0.3129616
1.045	0.4543496	0.3102869
1.053	0.4568211	0.3075983
1.061	0.4592711	0.3048959
1.069	0.4616994	0.3021798
1.077	0.4641059	0.2994502
1.085	0.4664906	0.2967073
1.093	0.4688532	0.2939512
1.101	0.4711938	0.2911821
1.109	0.4735121	0.2884
1.117	0.4758081	0.2856052
1.125	0.4780817	0.2827977
1.133	0.4803328	0.2799778
1.141	0.4825613	0.2771456
1.149	0.4847671	0.2743011
1.157	0.4869501	0.2714447
1.165	0.4891102	0.2685764
1.173	0.4912473	0.2656964
1.181	0.4933613	0.2628048
1.189	0.4954522	0.2599018
1.197	0.4975197	0.2569876
1.205	0.4995639	0.2540622
1.213	0.5015847	0.2511259
1.221	0.5035819	0.2481788
1.229	0.5055555	0.2452211
1.237	0.5075054	0.2422528
1.245	0.5094316	0.2392743
1.253	0.5113338	0.2362855
1.261	0.5132121	0.2332868
1.269	0.5150664	0.2302782
1.277	0.5168965	0.2272599
1.285	0.5187025	0.224232
1.293	0.5204842	0.2211948
1.301	0.5222416	0.2181483
1.309	0.5239746	0.2150928
1.317	0.525683	0.2120284
1.325	0.527367	0.2089553
1.333	0.5290263	0.2058736
1.341	0.5306609	0.2027834
1.349	0.5322708	0.1996851
1.357	0.5338559	0.1965786
1.365	0.5354161	0.1934642
1.373	0.5369513	0.190342
1.381	0.5384615	0.1872123
1.389	0.5399467	0.1840751
1.397	0.5414067	0.1809306
1.405	0.5428415	0.1777791
1.413	0.5442511	0.1746206
1.421	0.5456354	0.1714553
1.429	0.5469944	0.1682834
1.437	0.548328	0.1651051
1.445	0.5496361	0.1619205
1.453	0.5509187	0.1587298
1.461	0.5521757	0.1555332
1.469	0.5534072	0.1523307
1.477	0.554613	0.1491227
1.485	0.5557931	0.1459093
1.493	0.5569475	0.1426906
1.501	0.5580762	0.1394667
1.509	0.559179	0.136238
1.517	0.560256	0.1330045
1.525	0.5613071	0.1297664
1.533	0.5623322	0.1265239
1.541	0.5633314	0.1232771
1.549	0.5643046	0.1200262
1.557	0.5652518	0.1167715
1.565	0.566173	0.113513
1.573	0.567068	0.1102509
1.581	0.567937	0.1069854
1.589	0.5687798	0.1037167
1.597	0.5695964	0.1004449
1.605	0.5703869	0.09717021
1.613	0.5711512	0.09389281
1.621	0.5718892	0.09061287
1.629	0.572601	0.08733055
1.637	0.5732865	0.08404602
1.645	0.5739457	0.08075946
1.653	0.5745786	0.07747104
1.661	0.5751852	0.07418092
1.669	0.5757655	0.07088927
1.677	0.5763194	0.06759628
1.685	0.576847	0.06430211
1.693	0.5773483	0.06100693
1.701	0.5778231	0.05771092
1.709	0.5782717	0.05441424
1.717	0.5786938	0.05111706
1.725	0.5790895	0.04781957
1.733	0.5794589	0.04452192
1.741	0.5798019	0.0412243
1.749	0.5801185	0.03792686
1.757	0.5804087	0.03462979
1.765	0.5806726	0.03133325
1.773	0.58091	0.02803742
1.781	0.5811212	0.02474246
1.789	0.5813059	0.02144855
1.797	0.5814643	0.01815585
1.805	0.5815964	0.01486454
1.813	0.5817022	0.01157479
1.821	0.5817816	0.00828677
1.829	0.5818348	0.005000647
1.837	0.5818616	0.001716591
1.845	0.5818622	-0.001565227
1.853	0.5818366	-0.004844637
1.861	0.5817847	-0.00812147
1.869	0.5817067	-0.01139556
1.877	0.5816024	-0.01466673
1.885	0.581472	-0.01793482
1.893	0.5813155	-0.02119965
1.901	0.5811328	-0.02446107
1.909	0.5809241	-0.02771889
1.917	0.5806893	-0.03097296
1.925	0.5804285	-0.03422311
1.933	0.5801418	-0.03746916
1.941	0.579829	-0.04071096
1.949	0.5794904	-0.04394832
1.957	0.5791259	-0.0471811
1.965	0.5787355	-0.05040912
1.973	0.5783193	-0.05363222
1.981	0.5778774	-0.05685022
1.989	0.5774098	-0.06006297
1.997	0.5769164	-0.06327031
2.005	0.5763974	-0.06647205
2.013	0.5758529	-0.06966806
2.021	0.5752828	-0.07285814
2.029	0.5746872	-0.07604216
2.037	0.5740661	-0.07921994
2.045	0.5734197	-0.08239131
2.053	0.5727479	-0.08555612
2.061	0.5720508	-0.08871421
2.069	0.5713285	-0.09186542
2.077	0.570581	-0.09500957
2.085	0.5698083	-0.09814652
2.093	0.5690106	-0.1012761
2.101	0.5681879	-0.1043982
2.109	0.5673403	-0.1075125
2.117	0.5664678	-0.1106191
2.125	0.5655704	-0.1137176
2.133	0.5646483	-0.1168079
2.141	0.5637015	-0.11989
2.149	0.5627301	-0.1229636
2.157	0.5617341	-0.1260285
2.165	0.5607136	-0.1290847
2.173	0.5596688	-0.1321319
2.181	0.5585996	-0.13517
2.189	0.5575061	-0.1381989
2.197	0.5563884	-0.1412184
2.205	0.5552466	-0.1442283
2.213	0.5540808	-0.1472285
2.221	0.552891	-0.1502188
2.229	0.5516773	-0.1531992
2.237	0.5504398	-0.1561694
2.245	0.5491786	-0.1591292
2.253	0.5478938	-0.1620787
2.261	0.5465854	-0.1650175
2.269	0.5452535	-0.1679455
2.277	0.5438983	-0.1708627
2.285	0.5425198	-0.1737688
2.293	0.541118	-0.1766637
2.301	0.5396932	-0.1795472
2.309	0.5382453	-0.1824193
2.317	0.5367745	-0.1852797
2.325	0.5352808	-0.1881284
2.333	0.5337645	-0.1909652
2.341	0.5322254	-0.1937899
2.349	0.5306639	-0.1966024
2.357	0.5290798	-0.1994025
2.365	0.5274735	-0.2021902
2.373	0.5258448	-0.2049653
2.381	0.524194	-0.2077276
2.389	0.5225212	-0.210477
2.397	0.5208264	-0.2132134
2.405	0.5191098	-0.2159366
2.413	0.5173715	-0.2186466
2.421	0.5156115	-0.2213431
2.429	0.51383	-0.224026
2.437	0.5120271	-0.2266952
2.445	0.510203	-0.2293506
2.453	0.5083576	-0.231992
2.461	0.5064911	-0.2346193
2.469	0.5046037	-0.2372324
2.477	0.5026954	-0.2398311
2.485	0.5007664	-0.2424154
2.493	0.4988168	-0.2449851
2.501	0.4968467	-0.24754
2.509	0.4948562	-0.25008
2.517	0.4928455	-0.2526051
2.525	0.4908146	-0.2551151
2.533	0.4887637	-0.2576098
2.541	0.4866929	-0.2600892
2.549	0.4846023	-0.2625531
2.557	0.4824921	-0.2650014
2.565	0.4803623	-0.267434
2.573	0.4782132	-0.2698507
2.581	0.4760447	-0.2722516
2.589	0.4738572	-0.2746363
2.597	0.4716506	-0.2770049
2.605	0.4694251	-0.2793572
2.613	0.4671809	-0.281693
2.621	0.4649181	-0.2840124
2.629	0.4626368	-0.2863151
2.637	0.4603371	-0.288601
2.645	0.4580192	-0.2908702
2.653	0.4556832	-0.2931223
2.661	0.4533293	-0.2953574
2.669	0.4509576	-0.2975753
2.677	0.4485681	-0.2997759
2.685	0.4461612	-0.3019591
2.693	0.4437368	-0.3041249
2.701	0.4412952	-0.306273
2.709	0.4388365	-0.3084034
2.717	0.4363608	-0.3105161
2.725	0.4338683	-0.3126108
2.733	0.4313591	-0.3146876
2.741	0.4288334	-0.3167462
2.749	0.4262912	-0.3187867
2.757	0.4237328	-0.3208088
2.765	0.4211583	-0.3228126
2.773	0.4185679	-0.324798
2.781	0.4159616	-0.3267647
2.789	0.4133397	-0.3287128
